,cntr_no,carrier_no,pol,scheduled_pol_etd,pol_atd,pod,scheduled_pod_eta,pod_ata,portcast_predicted_pod_eta,container_pod_actual_discharge,last_container_event,vessel_legs,container_pod_scheduled_discharge
870,TGBU7929507,COSU,,,,,,,,,,,
871,HMMU9058507,HDMU,VNVUT,,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
872,OOLU7362800,COSU,,,,,,,,,,,
873,FBLU0121880,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
874,TEMU8262002,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
875,TGBU9989969,OOLU,CNNGB,2021-05-20T08:30:00+08:00,2021-05-24T05:09:05+08:00,USNYC,2021-06-18T08:00:00-05:00,,2021-06-21T04:58:51.822786-05:00,,Vessel arrival,1.0,2021-06-20T07:00:00
876,CSNU7002290,OOLU,VNCMT,2021-05-28T01:00:00+07:00,,USLGB,2021-06-16T18:00:00-08:00,,2021-06-23T01:01:37.184848-08:00,,Vessel arrival,1.0,2021-06-20T08:00:00
877,KOCU9006006,HDMU,CNYTN,,,USORF,,,2021-07-05T08:00:00,,Unclassified,1.0,2021-07-05T08:00:00
878,CBHU9421466,OOLU,VNCMT,2021-05-28T01:00:00+07:00,,USLGB,2021-06-16T18:00:00-08:00,,2021-06-23T01:01:37.184848-08:00,,Vessel arrival,1.0,2021-06-20T08:00:00
879,TCNU7068570,HDMU,CNYTN,,,USNYC,,,2021-06-27T23:00:00,,Unclassified,1.0,2021-06-27T23:00:00
880,TCNU3413723,HLCU,INMUN,,,USNYC,,,2021-06-26T19:00:00,,Unclassified,1.0,2021-06-26T19:00:00
881,MSKU7468745,MAEU,ESALG,2021-06-02T01:00:00+01:00,,USSAV,2021-06-12T08:00:00-05:00,,2021-06-13T16:48:10.879571-05:00,,Gate out,1.0,2021-06-12T08:00:00
882,KOCU9022305,HDMU,VNVUT,,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
883,KOCU4457861,HDMU,CNYTN,,,USORF,,,2021-07-05T08:00:00,,Unclassified,1.0,2021-07-05T08:00:00
884,GAOU6533923,ONEY,VNCMT,2021-05-27T13:40:00+07:00,2021-05-27T13:40:00+07:00,USTIW,2021-06-13T02:00:00-07:00,,2021-06-14T22:20:01.762428-07:00,,Vessel departure,1.0,2021-06-20T09:30:00
885,BEAU5888627,TOLL,,,,,,,,,,,
886,MSKU4745867,MAEU,CNSHG,2021-05-25T11:15:00+08:00,2021-05-25T11:15:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
887,UACU8423346,HLCU,VNVUT,,,CAVAN,,,2021-07-08T16:00:00,,Vessel arrival,1.0,2021-07-08T16:00:00
888,FANU1422558,HLCU,CNNGB,2021-05-11T08:30:00+08:00,,USNYC,,,2021-06-21T02:00:00,,Vessel departure,1.0,2021-06-21T02:00:00
889,FFAU1792245,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Unclassified,1.0,2021-06-29T07:00:00
890,OOLU7942687,OOLU,VNCMT,,,USLGB,,,2021-06-08T08:00:00,,Unload from vessel,1.0,2021-06-08T08:00:00
891,HMMU9007177,HDMU,CNYTN,,,USNYC,,,2021-06-27T23:00:00,,Unclassified,1.0,2021-06-27T23:00:00
892,MSKU4784462,MAEU,CNSHG,2021-06-10T11:30:00+08:00,,BRFOR,,,2021-07-02T23:00:00,,Unclassified,2.0,2021-07-02T23:00:00
893,TDRU5891184,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
894,CBHU6265631,OOLU,CNXMG,2021-05-17T22:00:00+08:00,2021-05-20T03:40:06+08:00,USSAV,2021-06-20T08:00:00-05:00,,2021-06-21T16:51:37.865099-05:00,,Unload from vessel,1.0,2021-06-22T07:00:00
895,UACU8276456,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
896,OOCU5040080,OOLU,VNCMT,,,USNYC,2021-06-28T12:00:00-05:00,,2021-06-28T12:00:00,,Vessel arrival,1.0,2021-06-28T12:00:00
897,HLBU1091036,HLCU,INNSA,2021-05-31T08:00:00+05:30,2021-06-01T10:07:04.570000+05:30,USSAV,,,2021-06-29T07:00:00,,Unclassified,1.0,2021-06-29T07:00:00
898,DFSU6016651,TOLL,,,,,,,,,,,
899,OOLU4309295,OOLU,VNCMT,,,USNYC,2021-06-28T12:00:00-05:00,,2021-06-28T12:00:00,,Vessel arrival,1.0,2021-06-28T12:00:00
900,UETU5838410,ONEY,CNYTN,2021-06-06T20:00:00+08:00,,USSAV,,,2021-07-09T14:30:00,,Gate in,2.0,2021-07-09T14:30:00
901,BSIU9308666,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
902,TCLU5182800,ONEY,VNCMT,2021-05-31T08:05:00+07:00,2021-05-31T08:05:00+07:00,USTIW,2021-06-24T17:00:00-07:00,,2021-06-19T20:27:35.128679-07:00,,Vessel departure,1.0,2021-06-25T06:30:00
903,CSNU8495992,COSU,CNYTN,,,USNYC,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
904,CAIU4683648,MEDU,,,,USNYC,,,2021-06-21T00:00:00,,Unload from vessel,2.0,2021-06-21T00:00:00
905,CCLU4913817,COSU,CNXMG,,,USMOB,,,2021-06-22T06:00:00,,Vessel arrival,1.0,2021-06-22T06:00:00
906,GCXU5377617,CMDU,CNSHG,2021-04-06T17:06:00+08:00,2021-04-06T08:42:00+08:00,USSEA,2021-05-17T14:00:00-07:00,2021-05-25T16:16:14-07:00,,2021-05-25T19:06:00,Unload from vessel,1.0,
907,CCLU7353146,COSU,CNXMG,2021-05-17T22:00:00+08:00,2021-05-20T03:40:06+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
908,ECMU4471264,CMDU,VNVUT,,,USSAV,,,2021-06-29T00:00:00,,Unload from vessel,1.0,2021-06-29T00:00:00
909,OOLU7271953,COSU,CNNGB,2021-05-13T11:00:00+08:00,2021-05-17T18:02:40.350000+08:00,USNYC,,,2021-06-12T10:00:00,,Vessel arrival,1.0,2021-06-12T10:00:00
910,TGBU6325117,CMDU,VNVUT,,,USSAV,,,2021-06-29T00:00:00,,Unload from vessel,1.0,2021-06-29T00:00:00
911,CCLU7730363,COSU,VNVUT,,,USNYC,,,2021-06-10T13:00:00,,Vessel arrival,1.0,2021-06-10T13:00:00
912,SEGU4888882,CMDU,VNVUT,,,USSAV,,,2021-06-29T00:00:00,,Unclassified,1.0,2021-06-29T00:00:00
913,OOCU4738267,COSU,CNSHG,2021-05-08T10:00:00+08:00,2021-05-09T15:17:00+08:00,USLGB,,,2021-06-01T05:00:00,,Vessel arrival,1.0,2021-06-01T05:00:00
914,CMAU4469290,CMDU,CNYTN,,,USSAV,,,2021-05-12T11:00:00,2021-05-12T11:00:00,Vessel arrival,1.0,2021-05-12T11:00:00
915,CCLU4770017,COSU,CNYTN,2021-05-15T08:00:00+08:00,2021-05-19T04:38:24.710000+08:00,USMOB,2021-06-13T06:00:00-06:00,,2021-06-16T04:59:58.155630-06:00,,Vessel arrival,1.0,2021-06-16T06:00:00
916,CAIU7640378,HDMU,CNSHG,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
917,NYKU8529108,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Unclassified,1.0,2021-07-03T20:30:00
918,TGHU5281377,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Unclassified,1.0,2021-07-03T20:30:00
919,HLXU5227405,HLCU,VNVUT,,,CAVAN,,,2021-07-08T16:00:00,,Vessel arrival,1.0,2021-07-08T16:00:00
920,CCLU5230780,COSU,CNNGB,,,USMOB,,,2021-06-19T18:00:00,,Vessel arrival,1.0,2021-06-19T18:00:00
921,MSKU6649651,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
922,UETU4017111,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Unclassified,1.0,2021-07-03T20:30:00
923,TTNU5992627,COSU,CNNGB,,,USMOB,,,2021-06-20T07:00:00,,Vessel arrival,1.0,2021-06-20T07:00:00
924,SEGU5921440,ONEY,CNSHG,2021-05-05T09:00:00+08:00,2021-05-05T09:00:00+08:00,USNYC,2021-06-02T04:00:00-05:00,,2021-06-03T08:15:30.526049-05:00,,Vessel departure,1.0,2021-06-02T09:30:00
925,MSKU4818259,MAEU,CNSHG,2021-06-10T11:30:00+08:00,,USLAX,2021-06-23T08:00:00-08:00,,2021-06-22T21:30:06.241951-08:00,,Gate out,1.0,2021-06-23T07:00:00
926,TGBU4785453,OOLU,CNNGB,2021-04-12T17:00:00+08:00,2021-04-12T20:23:20+08:00,USNYC,2021-05-15T07:00:00-05:00,,2021-05-15T07:00:00,2021-05-16T16:08:00,Container delivered to consignee,1.0,
927,MRKU0846040,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
928,SEGU5838660,ONEY,CNYTN,2021-05-18T17:28:00+08:00,2021-05-18T17:28:00+08:00,USTIW,2021-06-08T12:00:00-07:00,,2021-06-08T06:39:46.539778-07:00,,Vessel departure,1.0,2021-06-08T19:30:00
929,TGBU4787482,OOLU,CNNGB,2021-04-12T17:00:00+08:00,2021-04-12T20:23:20+08:00,USNYC,2021-05-15T07:00:00-05:00,,2021-05-15T07:00:00,2021-05-16T16:08:00,Container delivered to consignee,1.0,
930,CAIU5834970,ONEY,CNYTN,2021-06-06T19:00:00+08:00,,USNYC,2021-07-07T18:30:00-05:00,,2021-07-10T00:19:58.238686-05:00,,Gate in,1.0,2021-07-08T00:30:00
931,GCXU5698556,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
932,CBHU6426377,COSU,CNSHG,2021-05-10T15:00:00+08:00,2021-05-10T16:11:03+08:00,USNYC,2021-06-04T08:00:00-05:00,,2021-06-07T03:43:59.989272-05:00,,Vessel arrival,1.0,2021-06-05T07:00:00
933,MAEU9180852,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
934,TGHU6468830,ONEY,CNYTN,2021-05-27T17:23:00+08:00,2021-05-31T19:34:13.480000+08:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Loaded onto vessel,1.0,2021-06-28T00:30:00
935,NYKU0847020,ONEY,CNYTN,2021-05-23T15:35:00+08:00,2021-05-23T15:35:00+08:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unload from vessel,2.0,2021-06-28T00:30:00
936,FDCU0510508,ONEY,CNXMG,,,USNYC,2021-07-13T18:30:00-05:00,,2021-07-17T11:57:20.375318-05:00,,Unload from vessel,2.0,2021-07-14T00:30:00
937,CBHU6273067,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
938,CAIU7016931,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
939,HMMU9027194,HDMU,CNSHG,,,USLAX,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
940,TRHU6130470,ONEY,CNSHG,2021-06-02T05:00:00+08:00,,USSAV,2021-06-29T08:00:00-05:00,,2021-06-30T16:07:36.372463-05:00,,Gate in,1.0,2021-06-29T14:30:00
941,OOLU6794081,OOLU,VNCMT,,,USSAV,,,2021-06-27T17:00:00,,Vessel arrival,1.0,2021-06-27T17:00:00
942,MOFU5828744,ONEY,CNXMG,,,USNYC,2021-07-13T18:30:00-05:00,,2021-07-17T11:57:20.375318-05:00,,Unload from vessel,2.0,2021-07-14T00:30:00
943,CCLU6796197,COSU,CNQDG,2021-05-19T13:00:00+08:00,2021-05-19T05:45:49+08:00,USLAX,,,2021-06-18T15:00:00,,Vessel arrival,2.0,2021-06-18T15:00:00
944,TGBU4784713,OOLU,CNNGB,2021-04-12T17:00:00+08:00,2021-04-12T20:23:20+08:00,USNYC,2021-05-15T07:00:00-05:00,,2021-05-15T07:00:00,2021-05-16T16:08:00,Container delivered to consignee,1.0,
945,CAAU6153881,OOLU,VNCMT,,,USSAV,,,2021-06-27T16:45:00,,Vessel arrival,1.0,2021-06-27T16:45:00
946,TGBU5019339,OOLU,VNCMT,,,USSAV,,,2021-06-27T17:00:00,,Vessel arrival,1.0,2021-06-27T17:00:00
947,LCGU8082051,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
948,LCGU8085404,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
949,APHU4634611,CMDU,CNYTN,,,USLAX,,,2021-06-19T19:54:00,,Unload from vessel,1.0,2021-06-19T19:54:00
950,CAIU5865570,MAEU,CNQDG,2021-05-20T23:49:00+08:00,2021-05-20T23:49:00+08:00,USLGB,2021-06-12T08:00:00-08:00,,2021-06-12T23:34:37.002866-08:00,,Gate out,1.0,2021-06-13T06:30:00
951,CAIU7522354,HDMU,TWKHH,,,USLAX,,,2021-06-10T08:00:00,,Vessel arrival,1.0,2021-06-10T08:00:00
952,MSKU6262467,MAEU,CNFOC,,,USLAX,,,2021-06-28T19:00:00,,Gate out,2.0,2021-06-28T19:00:00
953,OOCU7467744,COSU,CNYTN,2021-05-16T10:00:00+08:00,2021-05-18T11:47:13.250000+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
954,BMOU5026592,OOLU,CNNGB,2021-05-20T08:30:00+08:00,2021-05-24T05:09:05+08:00,USNYC,2021-06-18T08:00:00-05:00,,2021-06-21T04:58:51.822786-05:00,,Vessel arrival,1.0,2021-06-20T07:00:00
955,OOLU6926362,COSU,CNYTN,2021-05-16T10:00:00+08:00,2021-05-18T11:47:13.250000+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
956,OOLU7755578,OOLU,CNXMG,2021-05-17T22:00:00+08:00,2021-05-20T03:40:06+08:00,USSAV,2021-06-20T08:00:00-05:00,,2021-06-21T16:51:37.865099-05:00,,Unload from vessel,1.0,2021-06-22T07:00:00
957,ECMU4560546,CMDU,CNSHG,,,USLAX,,,2021-06-04T18:00:00,,Unload from vessel,1.0,2021-06-04T18:00:00
958,CXDU2107914,COSU,CNQDG,2021-05-19T13:00:00+08:00,2021-05-19T05:45:49+08:00,USLAX,,,2021-06-18T15:00:00,,Vessel arrival,2.0,2021-06-18T15:00:00
959,CMAU8069055,CMDU,CNYTN,,,USLAX,,,2021-06-19T19:54:00,,Unload from vessel,1.0,2021-06-19T19:54:00
960,FFAU3572091,COSU,CNYTN,2021-05-16T10:00:00+08:00,2021-05-18T11:47:13.250000+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
961,LCGU8081672,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
962,LCGU8085390,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
963,OOLU9527052,COSU,CNYTN,2021-05-16T10:00:00+08:00,2021-05-18T11:47:13.250000+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
964,LCGU8082010,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
965,MSKU4749918,MAEU,CNSHG,2021-06-13T06:00:00+08:00,,USLGB,2021-07-07T08:00:00-08:00,,2021-07-06T12:40:24.370743-08:00,,Gate out,1.0,2021-07-07T08:00:00
966,BEAU5086220,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USNYC,2021-06-23T19:00:00-05:00,,2021-06-24T17:25:09.064040-05:00,,Vessel arrival,1.0,2021-06-23T19:00:00
967,HMMU9018016,HDMU,VNVUT,2021-06-01T08:00:00+07:00,,USSAV,,,2021-07-03T19:00:00,,Unclassified,1.0,2021-07-03T19:00:00
968,LCGU8081939,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
969,OOLU9636285,COSU,CNSHG,,,USNYC,,,2021-06-21T08:00:00,,Vessel arrival,1.0,2021-06-21T08:00:00
970,TEMU7428552,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
971,LCGU8082128,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
972,HDMU4721917,HDMU,VNVUT,2021-06-01T08:00:00+07:00,,USNYC,2021-06-27T23:00:00-05:00,,2021-07-03T03:17:21.353462-05:00,,Unclassified,1.0,2021-06-27T23:00:00
973,OOCU8520972,OOLU,CNYTN,,,USLGB,,,2021-06-14T18:00:00,,Unload from vessel,1.0,2021-06-14T18:00:00
974,MSKU4758294,MAEU,CNSHG,2021-06-13T06:00:00+08:00,,USLGB,2021-07-07T08:00:00-08:00,,2021-07-06T12:40:24.370743-08:00,,Gate out,1.0,2021-07-07T08:00:00
975,LCGU8082046,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
976,UETU5847448,ONEY,CNYTN,2021-05-29T00:16:00+08:00,2021-05-29T00:16:00+08:00,USSAV,2021-06-29T08:00:00-05:00,,2021-06-30T16:07:36.372463-05:00,,Vessel departure,1.0,2021-06-29T14:30:00
977,SLPU5015425,OOLU,CNYTN,,,USLGB,,,2021-06-14T18:00:00,,Vessel arrival,1.0,2021-06-14T18:00:00
978,TGHU5170732,ZIMU,CNYTN,,,USNYC,,,2021-06-16T07:00:00,,Vessel departure,1.0,2021-06-16T07:00:00
979,TRLU7407037,ONEY,VNCMT,2021-05-29T10:25:00+07:00,2021-05-29T10:25:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,1.0,2021-06-25T00:30:00
980,OOLU7981390,OOLU,CNYTN,,,USLGB,,,2021-06-14T18:00:00,,Unload from vessel,1.0,2021-06-14T18:00:00
981,TGBU5315979,ONEY,CNYTN,2021-05-29T00:16:00+08:00,2021-05-29T00:16:00+08:00,USSAV,2021-06-29T08:00:00-05:00,,2021-06-30T16:07:36.372463-05:00,,Vessel departure,1.0,2021-06-29T14:30:00
982,GESU6384720,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
983,BMOU4416810,COSU,CNSHG,2021-05-15T10:00:00+08:00,2021-05-17T04:00:05+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
984,TEMU6845823,ONEY,VNCMT,2021-04-05T19:20:00+07:00,2021-04-05T19:20:00+07:00,USTIW,2021-05-16T23:00:00-07:00,2021-05-16T23:00:00-07:00,,2021-05-17T11:03:00,Unload from vessel,2.0,
985,CSNU6079240,COSU,CNQDG,2021-05-19T13:00:00+08:00,2021-05-19T05:45:49+08:00,USLAX,,,2021-06-18T15:00:00,,Vessel arrival,2.0,2021-06-18T15:00:00
986,GVCU4037258,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
987,TRLU9502157,ONEY,CNSHG,2021-05-22T22:00:00+08:00,2021-05-22T22:00:00+08:00,USLAX,2021-06-06T14:00:00-08:00,,2021-06-06T14:00:00-08:00,,Vessel departure,1.0,2021-06-06T19:30:00
988,HLBU1707055,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
989,CCLU7711825,COSU,CNNGB,,,USMOB,,,2021-06-19T18:00:00,,Vessel arrival,1.0,2021-06-19T18:00:00
990,CXDU2109162,ONEY,CNSHG,2021-05-05T09:00:00+08:00,2021-05-05T09:00:00+08:00,USNYC,2021-06-02T04:00:00-05:00,,2021-06-03T08:15:30.526049-05:00,,Vessel departure,1.0,2021-06-02T09:30:00
991,TGBU5629809,COSU,,,,,,,,,,,
992,PONU1584795,MAEU,CNFOC,,,USLAX,,,2021-06-28T19:00:00,,Gate out,2.0,2021-06-28T19:00:00
993,FFAU3399860,COSU,CNXMG,2021-05-17T22:00:00+08:00,2021-05-20T03:40:06+08:00,USSAV,2021-06-20T08:00:00-05:00,,2021-06-21T17:03:54.015024-05:00,,Vessel arrival,1.0,2021-06-22T07:00:00
994,HLBU3224924,HLCU,INMUN,2021-06-03T03:00:00+05:30,,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
995,MRSU4435409,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
996,HDMU6893999,HDMU,CNSHG,,,USLAX,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
997,GCXU5620666,COSU,CNSHG,2021-05-08T10:00:00+08:00,2021-05-09T15:17:00+08:00,USLGB,,,2021-06-01T05:00:00,,Vessel arrival,1.0,2021-06-01T05:00:00
998,HMMU9018090,HDMU,CNSHG,,,USNYC,,,2021-06-12T18:00:00,,Vessel arrival,1.0,2021-06-12T18:00:00
999,TRHU4211989,COSU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1000,CBHU6405950,COSU,CNNGB,,,USMOB,,,2021-06-16T07:00:00,,Vessel arrival,1.0,2021-06-16T07:00:00
1001,FANU1487369,HLCU,CNSHG,,,CAVAN,,,2021-06-14T01:00:00,,Unclassified,2.0,2021-06-14T01:00:00
1002,MRKU0029857,MAEU,CNYTN,2021-05-14T06:30:00+08:00,2021-05-18T10:13:56+08:00,USLAX,2021-06-12T08:00:00-08:00,,2021-06-07T09:10:24.197664-08:00,,Gate out,1.0,2021-06-08T08:00:00
1003,MRKU3098002,MAEU,CNYTN,2021-05-14T06:30:00+08:00,2021-05-18T10:13:56+08:00,USLAX,2021-06-12T08:00:00-08:00,,2021-06-07T09:10:24.197664-08:00,,Gate out,1.0,2021-06-08T08:00:00
1004,CSNU7656496,COSU,CNSHG,2021-05-15T10:00:00+08:00,2021-05-17T04:00:05+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1005,TEMU8655709,CMDU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USNYC,2021-06-16T18:00:00-05:00,,2021-06-17T11:04:12.065824-05:00,,Unload from vessel,1.0,2021-06-16T18:00:00
1006,CSNU6380818,COSU,,,,,,,,,,,
1007,CMAU7267502,CMDU,CNSHG,,,USSAV,,,2021-06-21T01:00:00,,Unload from vessel,1.0,2021-06-21T01:00:00
1008,DRYU4564315,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1009,BMOU4451067,COSU,,,,,,,,,,,
1010,MAGU4874523,COSU,,,,,,,,,,,
1011,OOLU7691600,COSU,,,,,,,,,,,
1012,FSCU5098917,COSU,CNSHG,,,USSAV,,,2021-06-21T07:00:00,,Vessel arrival,1.0,2021-06-21T07:00:00
1013,OOLU9920481,OOLU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1014,FCGU1989872,HDMU,CNYTN,2021-05-19T02:00:00+08:00,2021-05-23T16:22:11+08:00,USORF,,,2021-06-27T23:00:00,,Unclassified,1.0,2021-06-27T23:00:00
1015,OOCU4902175,COSU,CNSHG,,,USSAV,,,2021-06-21T07:00:00,,Vessel arrival,1.0,2021-06-21T07:00:00
1016,RFCU4016850,OOLU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1017,TLLU5732715,COSU,,,,,,,,,,,
1018,TCNU2106168,ONEY,VNCMT,2021-05-30T23:45:00+07:00,2021-05-30T23:45:00+07:00,USLAX,2021-07-04T04:00:00-08:00,,2021-07-04T07:30:00,,Vessel departure,1.0,2021-07-04T07:30:00
1019,CSNU7832297,COSU,CNXMG,2021-05-11T17:00:00+08:00,2021-05-12T01:23:43+08:00,USSAV,2021-06-13T08:00:00-05:00,,2021-06-14T10:00:04.080764-05:00,,Vessel arrival,1.0,2021-06-14T06:00:00
